Value Set Name,Code,CodeSystem
County_FIPS_6-4,30049,FIPS6_4
County_FIPS_6-4,30051,FIPS6_4
County_FIPS_6-4,30053,FIPS6_4
County_FIPS_6-4,30055,FIPS6_4
County_FIPS_6-4,30057,FIPS6_4
County_FIPS_6-4,30059,FIPS6_4
County_FIPS_6-4,30061,FIPS6_4
County_FIPS_6-4,30063,FIPS6_4
County_FIPS_6-4,30065,FIPS6_4
County_FIPS_6-4,30067,FIPS6_4
County_FIPS_6-4,30069,FIPS6_4
County_FIPS_6-4,30071,FIPS6_4
County_FIPS_6-4,30073,FIPS6_4
County_FIPS_6-4,30075,FIPS6_4
County_FIPS_6-4,30077,FIPS6_4
County_FIPS_6-4,30079,FIPS6_4
County_FIPS_6-4,30081,FIPS6_4
County_FIPS_6-4,30083,FIPS6_4
County_FIPS_6-4,30085,FIPS6_4
County_FIPS_6-4,30087,FIPS6_4
County_FIPS_6-4,30089,FIPS6_4
County_FIPS_6-4,30091,FIPS6_4
County_FIPS_6-4,30093,FIPS6_4
County_FIPS_6-4,30095,FIPS6_4
County_FIPS_6-4,30097,FIPS6_4
County_FIPS_6-4,30099,FIPS6_4
County_FIPS_6-4,30101,FIPS6_4
County_FIPS_6-4,30103,FIPS6_4
County_FIPS_6-4,30105,FIPS6_4
County_FIPS_6-4,30107,FIPS6_4
County_FIPS_6-4,30109,FIPS6_4
County_FIPS_6-4,30111,FIPS6_4
County_FIPS_6-4,31001,FIPS6_4
County_FIPS_6-4,31003,FIPS6_4
County_FIPS_6-4,31005,FIPS6_4
County_FIPS_6-4,31007,FIPS6_4
County_FIPS_6-4,31009,FIPS6_4
County_FIPS_6-4,31011,FIPS6_4
County_FIPS_6-4,31013,FIPS6_4
County_FIPS_6-4,31015,FIPS6_4
County_FIPS_6-4,31017,FIPS6_4
County_FIPS_6-4,31019,FIPS6_4
County_FIPS_6-4,31021,FIPS6_4
County_FIPS_6-4,31023,FIPS6_4
County_FIPS_6-4,31025,FIPS6_4
County_FIPS_6-4,31027,FIPS6_4
County_FIPS_6-4,31029,FIPS6_4
County_FIPS_6-4,31031,FIPS6_4
County_FIPS_6-4,31033,FIPS6_4
County_FIPS_6-4,31035,FIPS6_4
County_FIPS_6-4,31037,FIPS6_4
County_FIPS_6-4,31039,FIPS6_4
County_FIPS_6-4,31041,FIPS6_4
County_FIPS_6-4,31043,FIPS6_4
County_FIPS_6-4,31045,FIPS6_4
County_FIPS_6-4,31047,FIPS6_4
County_FIPS_6-4,31049,FIPS6_4
County_FIPS_6-4,31051,FIPS6_4
County_FIPS_6-4,31053,FIPS6_4
County_FIPS_6-4,31055,FIPS6_4
County_FIPS_6-4,31057,FIPS6_4
County_FIPS_6-4,31059,FIPS6_4
County_FIPS_6-4,31061,FIPS6_4
County_FIPS_6-4,31063,FIPS6_4
County_FIPS_6-4,31065,FIPS6_4
County_FIPS_6-4,31067,FIPS6_4
County_FIPS_6-4,31069,FIPS6_4
County_FIPS_6-4,31071,FIPS6_4
County_FIPS_6-4,31073,FIPS6_4
County_FIPS_6-4,31075,FIPS6_4
County_FIPS_6-4,31077,FIPS6_4
County_FIPS_6-4,31079,FIPS6_4
County_FIPS_6-4,31081,FIPS6_4
County_FIPS_6-4,31083,FIPS6_4
County_FIPS_6-4,31085,FIPS6_4
County_FIPS_6-4,31087,FIPS6_4
County_FIPS_6-4,31089,FIPS6_4
County_FIPS_6-4,31091,FIPS6_4
County_FIPS_6-4,31093,FIPS6_4
County_FIPS_6-4,31095,FIPS6_4
County_FIPS_6-4,31097,FIPS6_4
County_FIPS_6-4,31099,FIPS6_4
County_FIPS_6-4,31101,FIPS6_4
County_FIPS_6-4,31103,FIPS6_4
County_FIPS_6-4,31105,FIPS6_4
County_FIPS_6-4,31107,FIPS6_4
County_FIPS_6-4,31109,FIPS6_4
County_FIPS_6-4,31111,FIPS6_4
County_FIPS_6-4,31113,FIPS6_4
County_FIPS_6-4,31115,FIPS6_4
County_FIPS_6-4,31117,FIPS6_4
County_FIPS_6-4,31119,FIPS6_4
County_FIPS_6-4,31121,FIPS6_4
County_FIPS_6-4,31123,FIPS6_4
County_FIPS_6-4,31125,FIPS6_4
County_FIPS_6-4,31127,FIPS6_4
County_FIPS_6-4,31129,FIPS6_4
County_FIPS_6-4,31131,FIPS6_4
County_FIPS_6-4,31133,FIPS6_4
County_FIPS_6-4,31135,FIPS6_4
County_FIPS_6-4,31137,FIPS6_4
County_FIPS_6-4,31139,FIPS6_4
County_FIPS_6-4,31141,FIPS6_4
County_FIPS_6-4,31143,FIPS6_4
County_FIPS_6-4,31145,FIPS6_4
County_FIPS_6-4,31147,FIPS6_4
County_FIPS_6-4,31149,FIPS6_4
County_FIPS_6-4,31151,FIPS6_4
County_FIPS_6-4,31153,FIPS6_4
County_FIPS_6-4,31155,FIPS6_4
County_FIPS_6-4,31157,FIPS6_4
County_FIPS_6-4,31159,FIPS6_4
County_FIPS_6-4,31161,FIPS6_4
County_FIPS_6-4,31163,FIPS6_4
County_FIPS_6-4,31165,FIPS6_4
County_FIPS_6-4,31167,FIPS6_4
County_FIPS_6-4,31169,FIPS6_4
County_FIPS_6-4,31171,FIPS6_4
County_FIPS_6-4,31173,FIPS6_4
County_FIPS_6-4,31175,FIPS6_4
County_FIPS_6-4,31177,FIPS6_4
County_FIPS_6-4,31179,FIPS6_4
County_FIPS_6-4,31181,FIPS6_4
County_FIPS_6-4,31183,FIPS6_4
County_FIPS_6-4,31185,FIPS6_4
County_FIPS_6-4,32001,FIPS6_4
County_FIPS_6-4,32003,FIPS6_4
County_FIPS_6-4,32005,FIPS6_4
County_FIPS_6-4,32007,FIPS6_4
County_FIPS_6-4,32009,FIPS6_4
County_FIPS_6-4,32011,FIPS6_4
County_FIPS_6-4,32013,FIPS6_4
County_FIPS_6-4,32015,FIPS6_4
County_FIPS_6-4,32017,FIPS6_4
County_FIPS_6-4,32019,FIPS6_4
County_FIPS_6-4,32021,FIPS6_4
County_FIPS_6-4,32023,FIPS6_4
County_FIPS_6-4,32027,FIPS6_4
County_FIPS_6-4,32029,FIPS6_4
County_FIPS_6-4,32031,FIPS6_4
County_FIPS_6-4,32033,FIPS6_4
County_FIPS_6-4,32510,FIPS6_4
County_FIPS_6-4,33001,FIPS6_4
County_FIPS_6-4,33003,FIPS6_4
County_FIPS_6-4,33005,FIPS6_4
County_FIPS_6-4,33007,FIPS6_4
County_FIPS_6-4,33009,FIPS6_4
County_FIPS_6-4,33011,FIPS6_4
County_FIPS_6-4,33013,FIPS6_4
County_FIPS_6-4,33015,FIPS6_4
County_FIPS_6-4,33017,FIPS6_4
County_FIPS_6-4,33019,FIPS6_4
County_FIPS_6-4,34001,FIPS6_4
County_FIPS_6-4,34003,FIPS6_4
County_FIPS_6-4,34005,FIPS6_4
County_FIPS_6-4,34007,FIPS6_4
County_FIPS_6-4,34009,FIPS6_4
County_FIPS_6-4,34011,FIPS6_4
County_FIPS_6-4,34013,FIPS6_4
County_FIPS_6-4,34015,FIPS6_4
County_FIPS_6-4,34017,FIPS6_4
County_FIPS_6-4,34019,FIPS6_4
County_FIPS_6-4,34021,FIPS6_4
County_FIPS_6-4,34023,FIPS6_4
County_FIPS_6-4,34025,FIPS6_4
County_FIPS_6-4,34027,FIPS6_4
County_FIPS_6-4,34029,FIPS6_4
County_FIPS_6-4,34031,FIPS6_4
County_FIPS_6-4,34033,FIPS6_4
County_FIPS_6-4,34035,FIPS6_4
County_FIPS_6-4,34037,FIPS6_4
County_FIPS_6-4,34039,FIPS6_4
County_FIPS_6-4,34041,FIPS6_4
County_FIPS_6-4,35001,FIPS6_4
County_FIPS_6-4,35003,FIPS6_4
County_FIPS_6-4,35005,FIPS6_4
County_FIPS_6-4,35006,FIPS6_4
County_FIPS_6-4,35007,FIPS6_4
County_FIPS_6-4,35009,FIPS6_4
County_FIPS_6-4,35011,FIPS6_4
County_FIPS_6-4,35013,FIPS6_4
County_FIPS_6-4,35015,FIPS6_4
County_FIPS_6-4,35017,FIPS6_4
County_FIPS_6-4,35019,FIPS6_4
County_FIPS_6-4,35021,FIPS6_4
County_FIPS_6-4,35023,FIPS6_4
County_FIPS_6-4,35025,FIPS6_4
County_FIPS_6-4,35027,FIPS6_4
County_FIPS_6-4,35028,FIPS6_4
County_FIPS_6-4,35029,FIPS6_4
County_FIPS_6-4,35031,FIPS6_4
County_FIPS_6-4,35033,FIPS6_4
County_FIPS_6-4,35035,FIPS6_4
County_FIPS_6-4,35037,FIPS6_4
County_FIPS_6-4,35039,FIPS6_4
County_FIPS_6-4,35041,FIPS6_4
County_FIPS_6-4,35043,FIPS6_4
County_FIPS_6-4,35045,FIPS6_4
County_FIPS_6-4,35047,FIPS6_4
County_FIPS_6-4,35049,FIPS6_4
County_FIPS_6-4,35051,FIPS6_4
County_FIPS_6-4,35053,FIPS6_4
County_FIPS_6-4,35055,FIPS6_4
County_FIPS_6-4,35057,FIPS6_4
County_FIPS_6-4,35059,FIPS6_4
County_FIPS_6-4,35061,FIPS6_4
County_FIPS_6-4,36001,FIPS6_4
County_FIPS_6-4,36003,FIPS6_4
County_FIPS_6-4,36005,FIPS6_4
County_FIPS_6-4,36007,FIPS6_4
County_FIPS_6-4,36009,FIPS6_4
County_FIPS_6-4,36011,FIPS6_4
County_FIPS_6-4,36013,FIPS6_4
County_FIPS_6-4,36015,FIPS6_4
County_FIPS_6-4,36017,FIPS6_4
County_FIPS_6-4,36019,FIPS6_4
County_FIPS_6-4,36021,FIPS6_4
County_FIPS_6-4,36023,FIPS6_4
County_FIPS_6-4,36025,FIPS6_4
County_FIPS_6-4,36027,FIPS6_4
County_FIPS_6-4,36029,FIPS6_4
County_FIPS_6-4,36031,FIPS6_4
County_FIPS_6-4,36033,FIPS6_4
County_FIPS_6-4,36035,FIPS6_4
County_FIPS_6-4,36037,FIPS6_4
County_FIPS_6-4,36039,FIPS6_4
County_FIPS_6-4,36041,FIPS6_4
County_FIPS_6-4,36043,FIPS6_4
County_FIPS_6-4,36045,FIPS6_4
County_FIPS_6-4,36047,FIPS6_4
County_FIPS_6-4,36049,FIPS6_4
County_FIPS_6-4,36051,FIPS6_4
County_FIPS_6-4,36053,FIPS6_4
County_FIPS_6-4,36055,FIPS6_4
County_FIPS_6-4,36057,FIPS6_4
County_FIPS_6-4,36059,FIPS6_4
County_FIPS_6-4,36061,FIPS6_4
County_FIPS_6-4,36063,FIPS6_4
County_FIPS_6-4,36065,FIPS6_4
County_FIPS_6-4,36067,FIPS6_4
County_FIPS_6-4,36069,FIPS6_4
County_FIPS_6-4,36071,FIPS6_4
County_FIPS_6-4,36073,FIPS6_4
County_FIPS_6-4,36075,FIPS6_4
County_FIPS_6-4,36077,FIPS6_4
County_FIPS_6-4,36079,FIPS6_4
County_FIPS_6-4,36081,FIPS6_4
County_FIPS_6-4,36083,FIPS6_4
County_FIPS_6-4,36085,FIPS6_4
County_FIPS_6-4,36087,FIPS6_4
County_FIPS_6-4,36089,FIPS6_4
County_FIPS_6-4,36091,FIPS6_4
County_FIPS_6-4,36093,FIPS6_4
County_FIPS_6-4,36095,FIPS6_4
County_FIPS_6-4,36097,FIPS6_4
County_FIPS_6-4,36099,FIPS6_4
County_FIPS_6-4,36101,FIPS6_4
County_FIPS_6-4,36103,FIPS6_4
County_FIPS_6-4,36105,FIPS6_4
County_FIPS_6-4,36107,FIPS6_4
County_FIPS_6-4,36109,FIPS6_4
County_FIPS_6-4,36111,FIPS6_4
County_FIPS_6-4,36113,FIPS6_4
County_FIPS_6-4,36115,FIPS6_4
County_FIPS_6-4,36117,FIPS6_4
County_FIPS_6-4,36119,FIPS6_4
County_FIPS_6-4,36121,FIPS6_4
County_FIPS_6-4,36123,FIPS6_4
County_FIPS_6-4,37001,FIPS6_4
County_FIPS_6-4,37003,FIPS6_4
County_FIPS_6-4,37005,FIPS6_4
County_FIPS_6-4,37007,FIPS6_4
County_FIPS_6-4,37009,FIPS6_4
County_FIPS_6-4,37011,FIPS6_4
County_FIPS_6-4,37013,FIPS6_4
County_FIPS_6-4,37015,FIPS6_4
County_FIPS_6-4,37017,FIPS6_4
County_FIPS_6-4,37019,FIPS6_4
County_FIPS_6-4,37021,FIPS6_4
County_FIPS_6-4,37023,FIPS6_4
County_FIPS_6-4,37025,FIPS6_4
County_FIPS_6-4,37027,FIPS6_4
County_FIPS_6-4,37029,FIPS6_4
County_FIPS_6-4,37031,FIPS6_4
County_FIPS_6-4,37033,FIPS6_4
County_FIPS_6-4,37035,FIPS6_4
County_FIPS_6-4,37037,FIPS6_4
County_FIPS_6-4,37039,FIPS6_4
County_FIPS_6-4,37041,FIPS6_4
County_FIPS_6-4,37043,FIPS6_4
County_FIPS_6-4,37045,FIPS6_4
County_FIPS_6-4,37047,FIPS6_4
County_FIPS_6-4,37049,FIPS6_4
County_FIPS_6-4,37051,FIPS6_4
County_FIPS_6-4,37053,FIPS6_4
County_FIPS_6-4,37055,FIPS6_4
County_FIPS_6-4,37057,FIPS6_4
County_FIPS_6-4,37059,FIPS6_4
County_FIPS_6-4,37061,FIPS6_4
County_FIPS_6-4,37063,FIPS6_4
County_FIPS_6-4,37065,FIPS6_4
County_FIPS_6-4,37067,FIPS6_4
County_FIPS_6-4,37069,FIPS6_4
County_FIPS_6-4,37071,FIPS6_4
County_FIPS_6-4,37073,FIPS6_4
County_FIPS_6-4,37075,FIPS6_4
County_FIPS_6-4,37077,FIPS6_4
County_FIPS_6-4,37079,FIPS6_4
County_FIPS_6-4,37081,FIPS6_4
County_FIPS_6-4,37083,FIPS6_4
County_FIPS_6-4,37085,FIPS6_4
County_FIPS_6-4,37087,FIPS6_4
County_FIPS_6-4,37089,FIPS6_4
County_FIPS_6-4,37091,FIPS6_4
County_FIPS_6-4,37093,FIPS6_4
County_FIPS_6-4,37095,FIPS6_4
County_FIPS_6-4,37097,FIPS6_4
County_FIPS_6-4,37099,FIPS6_4
County_FIPS_6-4,37101,FIPS6_4
County_FIPS_6-4,37103,FIPS6_4
County_FIPS_6-4,37105,FIPS6_4
County_FIPS_6-4,37107,FIPS6_4
County_FIPS_6-4,37109,FIPS6_4
County_FIPS_6-4,37111,FIPS6_4
County_FIPS_6-4,37113,FIPS6_4
County_FIPS_6-4,37115,FIPS6_4
County_FIPS_6-4,37117,FIPS6_4
County_FIPS_6-4,37119,FIPS6_4
County_FIPS_6-4,37121,FIPS6_4
County_FIPS_6-4,37123,FIPS6_4
County_FIPS_6-4,37125,FIPS6_4
County_FIPS_6-4,37127,FIPS6_4
County_FIPS_6-4,37129,FIPS6_4
County_FIPS_6-4,37131,FIPS6_4
County_FIPS_6-4,37133,FIPS6_4
County_FIPS_6-4,37135,FIPS6_4
County_FIPS_6-4,37137,FIPS6_4
County_FIPS_6-4,37139,FIPS6_4
County_FIPS_6-4,37141,FIPS6_4
County_FIPS_6-4,37143,FIPS6_4
County_FIPS_6-4,37145,FIPS6_4
County_FIPS_6-4,37147,FIPS6_4
County_FIPS_6-4,37149,FIPS6_4
County_FIPS_6-4,37151,FIPS6_4
County_FIPS_6-4,37153,FIPS6_4
County_FIPS_6-4,37155,FIPS6_4
County_FIPS_6-4,37157,FIPS6_4
County_FIPS_6-4,37159,FIPS6_4
County_FIPS_6-4,37161,FIPS6_4
County_FIPS_6-4,37163,FIPS6_4
County_FIPS_6-4,37165,FIPS6_4
County_FIPS_6-4,37167,FIPS6_4
County_FIPS_6-4,37169,FIPS6_4
County_FIPS_6-4,37171,FIPS6_4
County_FIPS_6-4,37173,FIPS6_4
County_FIPS_6-4,37175,FIPS6_4
County_FIPS_6-4,37177,FIPS6_4
County_FIPS_6-4,37179,FIPS6_4
County_FIPS_6-4,37181,FIPS6_4
County_FIPS_6-4,37183,FIPS6_4
County_FIPS_6-4,37185,FIPS6_4
County_FIPS_6-4,37187,FIPS6_4
County_FIPS_6-4,37189,FIPS6_4
County_FIPS_6-4,37191,FIPS6_4
County_FIPS_6-4,37193,FIPS6_4
County_FIPS_6-4,37195,FIPS6_4
County_FIPS_6-4,37197,FIPS6_4
County_FIPS_6-4,37199,FIPS6_4
County_FIPS_6-4,38001,FIPS6_4
County_FIPS_6-4,38003,FIPS6_4
County_FIPS_6-4,38005,FIPS6_4
County_FIPS_6-4,38007,FIPS6_4
County_FIPS_6-4,38009,FIPS6_4
County_FIPS_6-4,38011,FIPS6_4
County_FIPS_6-4,38013,FIPS6_4
County_FIPS_6-4,38015,FIPS6_4
County_FIPS_6-4,38017,FIPS6_4
County_FIPS_6-4,38019,FIPS6_4
County_FIPS_6-4,38021,FIPS6_4
County_FIPS_6-4,38023,FIPS6_4
County_FIPS_6-4,38025,FIPS6_4
County_FIPS_6-4,38027,FIPS6_4
County_FIPS_6-4,38029,FIPS6_4
County_FIPS_6-4,38031,FIPS6_4
County_FIPS_6-4,38033,FIPS6_4
County_FIPS_6-4,38035,FIPS6_4
County_FIPS_6-4,38037,FIPS6_4
County_FIPS_6-4,38039,FIPS6_4
County_FIPS_6-4,38041,FIPS6_4
County_FIPS_6-4,38043,FIPS6_4
County_FIPS_6-4,38045,FIPS6_4
County_FIPS_6-4,38047,FIPS6_4
County_FIPS_6-4,38049,FIPS6_4
County_FIPS_6-4,38051,FIPS6_4
County_FIPS_6-4,38053,FIPS6_4
County_FIPS_6-4,38055,FIPS6_4
County_FIPS_6-4,38057,FIPS6_4
County_FIPS_6-4,38059,FIPS6_4
County_FIPS_6-4,38061,FIPS6_4
County_FIPS_6-4,38063,FIPS6_4
County_FIPS_6-4,38065,FIPS6_4
County_FIPS_6-4,38067,FIPS6_4
County_FIPS_6-4,38069,FIPS6_4
County_FIPS_6-4,38071,FIPS6_4
County_FIPS_6-4,38073,FIPS6_4
County_FIPS_6-4,38075,FIPS6_4
County_FIPS_6-4,38077,FIPS6_4
County_FIPS_6-4,38079,FIPS6_4
County_FIPS_6-4,38081,FIPS6_4
County_FIPS_6-4,38083,FIPS6_4
County_FIPS_6-4,38085,FIPS6_4
County_FIPS_6-4,38087,FIPS6_4
County_FIPS_6-4,38089,FIPS6_4
County_FIPS_6-4,38091,FIPS6_4
County_FIPS_6-4,38093,FIPS6_4
County_FIPS_6-4,38095,FIPS6_4
County_FIPS_6-4,38097,FIPS6_4
County_FIPS_6-4,38099,FIPS6_4
County_FIPS_6-4,38101,FIPS6_4
County_FIPS_6-4,38103,FIPS6_4
County_FIPS_6-4,38105,FIPS6_4
County_FIPS_6-4,39001,FIPS6_4
County_FIPS_6-4,39003,FIPS6_4
County_FIPS_6-4,39005,FIPS6_4
County_FIPS_6-4,39007,FIPS6_4
County_FIPS_6-4,39009,FIPS6_4
County_FIPS_6-4,39011,FIPS6_4
County_FIPS_6-4,39013,FIPS6_4
County_FIPS_6-4,39015,FIPS6_4
County_FIPS_6-4,39017,FIPS6_4
County_FIPS_6-4,39019,FIPS6_4
County_FIPS_6-4,39021,FIPS6_4
County_FIPS_6-4,39023,FIPS6_4
County_FIPS_6-4,39025,FIPS6_4
County_FIPS_6-4,39027,FIPS6_4
County_FIPS_6-4,39029,FIPS6_4
County_FIPS_6-4,39031,FIPS6_4
County_FIPS_6-4,39033,FIPS6_4
County_FIPS_6-4,39035,FIPS6_4
County_FIPS_6-4,39037,FIPS6_4
County_FIPS_6-4,39039,FIPS6_4
County_FIPS_6-4,39041,FIPS6_4
County_FIPS_6-4,39043,FIPS6_4
County_FIPS_6-4,39045,FIPS6_4
County_FIPS_6-4,39047,FIPS6_4
County_FIPS_6-4,39049,FIPS6_4
County_FIPS_6-4,39051,FIPS6_4
County_FIPS_6-4,39053,FIPS6_4
County_FIPS_6-4,39055,FIPS6_4
County_FIPS_6-4,39057,FIPS6_4
County_FIPS_6-4,39059,FIPS6_4
County_FIPS_6-4,39061,FIPS6_4
County_FIPS_6-4,39063,FIPS6_4
County_FIPS_6-4,39065,FIPS6_4
County_FIPS_6-4,39067,FIPS6_4
County_FIPS_6-4,39069,FIPS6_4
County_FIPS_6-4,39071,FIPS6_4
County_FIPS_6-4,39073,FIPS6_4
County_FIPS_6-4,39075,FIPS6_4
County_FIPS_6-4,39077,FIPS6_4
County_FIPS_6-4,39079,FIPS6_4
County_FIPS_6-4,39081,FIPS6_4
County_FIPS_6-4,39083,FIPS6_4
County_FIPS_6-4,39085,FIPS6_4
County_FIPS_6-4,39087,FIPS6_4
County_FIPS_6-4,39089,FIPS6_4
County_FIPS_6-4,39091,FIPS6_4
County_FIPS_6-4,39093,FIPS6_4
County_FIPS_6-4,39095,FIPS6_4
County_FIPS_6-4,39097,FIPS6_4
County_FIPS_6-4,39099,FIPS6_4
County_FIPS_6-4,39101,FIPS6_4
County_FIPS_6-4,39103,FIPS6_4
County_FIPS_6-4,39105,FIPS6_4
County_FIPS_6-4,39107,FIPS6_4
County_FIPS_6-4,39109,FIPS6_4
County_FIPS_6-4,39111,FIPS6_4
County_FIPS_6-4,39113,FIPS6_4
County_FIPS_6-4,39115,FIPS6_4
County_FIPS_6-4,39117,FIPS6_4
County_FIPS_6-4,39119,FIPS6_4
County_FIPS_6-4,39121,FIPS6_4
County_FIPS_6-4,39123,FIPS6_4
County_FIPS_6-4,39125,FIPS6_4
County_FIPS_6-4,39127,FIPS6_4
County_FIPS_6-4,39129,FIPS6_4
County_FIPS_6-4,39131,FIPS6_4
County_FIPS_6-4,39133,FIPS6_4
County_FIPS_6-4,39135,FIPS6_4
County_FIPS_6-4,39137,FIPS6_4
County_FIPS_6-4,39139,FIPS6_4
County_FIPS_6-4,39141,FIPS6_4
County_FIPS_6-4,39143,FIPS6_4
County_FIPS_6-4,39145,FIPS6_4
County_FIPS_6-4,39147,FIPS6_4
County_FIPS_6-4,39149,FIPS6_4
County_FIPS_6-4,39151,FIPS6_4
County_FIPS_6-4,39153,FIPS6_4
County_FIPS_6-4,39155,FIPS6_4
County_FIPS_6-4,39157,FIPS6_4
County_FIPS_6-4,39159,FIPS6_4
County_FIPS_6-4,39161,FIPS6_4
County_FIPS_6-4,39163,FIPS6_4
County_FIPS_6-4,39165,FIPS6_4
County_FIPS_6-4,39167,FIPS6_4
County_FIPS_6-4,39169,FIPS6_4
County_FIPS_6-4,39171,FIPS6_4
County_FIPS_6-4,39173,FIPS6_4
County_FIPS_6-4,39175,FIPS6_4
County_FIPS_6-4,40001,FIPS6_4
County_FIPS_6-4,40003,FIPS6_4
County_FIPS_6-4,40005,FIPS6_4
County_FIPS_6-4,40007,FIPS6_4
County_FIPS_6-4,40009,FIPS6_4
County_FIPS_6-4,40011,FIPS6_4
County_FIPS_6-4,40013,FIPS6_4
County_FIPS_6-4,40015,FIPS6_4
County_FIPS_6-4,40017,FIPS6_4
County_FIPS_6-4,40019,FIPS6_4
County_FIPS_6-4,40021,FIPS6_4
County_FIPS_6-4,40023,FIPS6_4
County_FIPS_6-4,40025,FIPS6_4
County_FIPS_6-4,40027,FIPS6_4
County_FIPS_6-4,40029,FIPS6_4
County_FIPS_6-4,40031,FIPS6_4
County_FIPS_6-4,40033,FIPS6_4
County_FIPS_6-4,40035,FIPS6_4
County_FIPS_6-4,40037,FIPS6_4
County_FIPS_6-4,40039,FIPS6_4
County_FIPS_6-4,40041,FIPS6_4
County_FIPS_6-4,40043,FIPS6_4
County_FIPS_6-4,40045,FIPS6_4
County_FIPS_6-4,40047,FIPS6_4
County_FIPS_6-4,40049,FIPS6_4
County_FIPS_6-4,40051,FIPS6_4
County_FIPS_6-4,40053,FIPS6_4
County_FIPS_6-4,40055,FIPS6_4
County_FIPS_6-4,40057,FIPS6_4
County_FIPS_6-4,40059,FIPS6_4
County_FIPS_6-4,40061,FIPS6_4
County_FIPS_6-4,40063,FIPS6_4
County_FIPS_6-4,40065,FIPS6_4
County_FIPS_6-4,40067,FIPS6_4
County_FIPS_6-4,40069,FIPS6_4
County_FIPS_6-4,40071,FIPS6_4
County_FIPS_6-4,40073,FIPS6_4
County_FIPS_6-4,40075,FIPS6_4
County_FIPS_6-4,40077,FIPS6_4
County_FIPS_6-4,40079,FIPS6_4
County_FIPS_6-4,40081,FIPS6_4
County_FIPS_6-4,40083,FIPS6_4
County_FIPS_6-4,40085,FIPS6_4
County_FIPS_6-4,40087,FIPS6_4
County_FIPS_6-4,40089,FIPS6_4
County_FIPS_6-4,40091,FIPS6_4
County_FIPS_6-4,40093,FIPS6_4
County_FIPS_6-4,40095,FIPS6_4
County_FIPS_6-4,40097,FIPS6_4
County_FIPS_6-4,40099,FIPS6_4
County_FIPS_6-4,40101,FIPS6_4
County_FIPS_6-4,40103,FIPS6_4
County_FIPS_6-4,40105,FIPS6_4
County_FIPS_6-4,40107,FIPS6_4
County_FIPS_6-4,40109,FIPS6_4
County_FIPS_6-4,40111,FIPS6_4
County_FIPS_6-4,40113,FIPS6_4
County_FIPS_6-4,40115,FIPS6_4
County_FIPS_6-4,40117,FIPS6_4
County_FIPS_6-4,40119,FIPS6_4
County_FIPS_6-4,40121,FIPS6_4
County_FIPS_6-4,40123,FIPS6_4
County_FIPS_6-4,40125,FIPS6_4
County_FIPS_6-4,40127,FIPS6_4
County_FIPS_6-4,40129,FIPS6_4
County_FIPS_6-4,40131,FIPS6_4
County_FIPS_6-4,40133,FIPS6_4
County_FIPS_6-4,40135,FIPS6_4
County_FIPS_6-4,40137,FIPS6_4
County_FIPS_6-4,40139,FIPS6_4
County_FIPS_6-4,40141,FIPS6_4
County_FIPS_6-4,40143,FIPS6_4
County_FIPS_6-4,40145,FIPS6_4
County_FIPS_6-4,40147,FIPS6_4
County_FIPS_6-4,40149,FIPS6_4
County_FIPS_6-4,40151,FIPS6_4
County_FIPS_6-4,40153,FIPS6_4
County_FIPS_6-4,41001,FIPS6_4
County_FIPS_6-4,41003,FIPS6_4
County_FIPS_6-4,41005,FIPS6_4
County_FIPS_6-4,41007,FIPS6_4
County_FIPS_6-4,41009,FIPS6_4
County_FIPS_6-4,41011,FIPS6_4
County_FIPS_6-4,41013,FIPS6_4
County_FIPS_6-4,41015,FIPS6_4
County_FIPS_6-4,41017,FIPS6_4
County_FIPS_6-4,41019,FIPS6_4
County_FIPS_6-4,41021,FIPS6_4
County_FIPS_6-4,41023,FIPS6_4
County_FIPS_6-4,41025,FIPS6_4
County_FIPS_6-4,41027,FIPS6_4
County_FIPS_6-4,41029,FIPS6_4
County_FIPS_6-4,41031,FIPS6_4
County_FIPS_6-4,41033,FIPS6_4
County_FIPS_6-4,41035,FIPS6_4
County_FIPS_6-4,41037,FIPS6_4
County_FIPS_6-4,41039,FIPS6_4
County_FIPS_6-4,41041,FIPS6_4
County_FIPS_6-4,41043,FIPS6_4
County_FIPS_6-4,41045,FIPS6_4
County_FIPS_6-4,41047,FIPS6_4
County_FIPS_6-4,41049,FIPS6_4
County_FIPS_6-4,41051,FIPS6_4
County_FIPS_6-4,41053,FIPS6_4
County_FIPS_6-4,41055,FIPS6_4
County_FIPS_6-4,41057,FIPS6_4
County_FIPS_6-4,41059,FIPS6_4
County_FIPS_6-4,41061,FIPS6_4
County_FIPS_6-4,41063,FIPS6_4
County_FIPS_6-4,41065,FIPS6_4
County_FIPS_6-4,41067,FIPS6_4
County_FIPS_6-4,41069,FIPS6_4
County_FIPS_6-4,41071,FIPS6_4
County_FIPS_6-4,42001,FIPS6_4
County_FIPS_6-4,42003,FIPS6_4
County_FIPS_6-4,42005,FIPS6_4
County_FIPS_6-4,42007,FIPS6_4
County_FIPS_6-4,42009,FIPS6_4
County_FIPS_6-4,42011,FIPS6_4
County_FIPS_6-4,42013,FIPS6_4
County_FIPS_6-4,42015,FIPS6_4
County_FIPS_6-4,42017,FIPS6_4
County_FIPS_6-4,42019,FIPS6_4
County_FIPS_6-4,42021,FIPS6_4
County_FIPS_6-4,42023,FIPS6_4
County_FIPS_6-4,42025,FIPS6_4
