Value Set Name,Code,CodeSystem
GC Facility codes,ANC-01,L
GC Facility codes,ATL,L
GC Facility codes,ATL-01,L
GC Facility codes,ATL-02,L
GC Facility codes,ATL-03,L
GC Facility codes,BAL-01,L
GC Facility codes,BHM,L
GC Facility codes,BHM-01,L
GC Facility codes,BOS,L
GC Facility codes,BOS-01,L
GC Facility codes,BUF,L
GC Facility codes,BUF-01,L
GC Facility codes,CAM-01,L
GC Facility codes,CAM-02,L
GC Facility codes,CHI,L
GC Facility codes,CHI-01,L
GC Facility codes,CHI-02,L
GC Facility codes,CHI-03,L
GC Facility codes,CLE,L
GC Facility codes,CLE-01,L
GC Facility codes,COL,L
GC Facility codes,COL-01,L
GC Facility codes,DAL,L
GC Facility codes,DAL-01,L
GC Facility codes,DEN-01,L
GC Facility codes,DEN-02,L
GC Facility codes,DEN-03,L
GC Facility codes,DEN-04,L
GC Facility codes,DEN-05,L
GC Facility codes,DEN-06,L
GC Facility codes,FSM-01,L
GC Facility codes,GRB,L
GC Facility codes,GRB-01,L
GC Facility codes,GRB-02,L
GC Facility codes,GRB-03,L
GC Facility codes,GRB-04,L
GC Facility codes,GRB-05,L
GC Facility codes,GRB-06,L
GC Facility codes,GRB-07,L
GC Facility codes,HON,L
GC Facility codes,HON-01,L
GC Facility codes,HON-02,L
GC Facility codes,HON-03,L
GC Facility codes,HON-04,L
GC Facility codes,IND,L
GC Facility codes,IND-01,L
GC Facility codes,IND-02,L
GC Facility codes,IND-03,L
GC Facility codes,IND-04,L
GC Facility codes,IND-05,L
GC Facility codes,JAC-01,L
GC Facility codes,KAZ-01,L
GC Facility codes,KCY,L
GC Facility codes,KCY-01,L
GC Facility codes,LA1,L
GC Facility codes,LA1-01,L
GC Facility codes,LA2,L
GC Facility codes,LA2-01,L
GC Facility codes,LVG,L
GC Facility codes,LVG-01,L
GC Facility codes,MIA-01,L
GC Facility codes,MIL-01,L
GC Facility codes,MIL-02,L
GC Facility codes,MIL-03,L
GC Facility codes,MIL-04,L
GC Facility codes,MIL-05,L
GC Facility codes,MIN,L
GC Facility codes,MIN-01,L
GC Facility codes,NOR,L
GC Facility codes,NOR-01,L
GC Facility codes,NOR-02,L
GC Facility codes,NYC,L
GC Facility codes,NYC-01,L
GC Facility codes,NYC-02,L
GC Facility codes,NYC-03,L
GC Facility codes,NYC-04,L
GC Facility codes,NYC-05,L
GC Facility codes,NYC-06,L
GC Facility codes,NYC-07,L
GC Facility codes,NYC-08,L
GC Facility codes,NYC-09,L
GC Facility codes,NYC-10,L
GC Facility codes,NYC-11,L
GC Facility codes,OPR-00,L
GC Facility codes,ORA,L
GC Facility codes,ORA-01,L
GC Facility codes,PHI,L
GC Facility codes,PHI-01,L
GC Facility codes,PHX,L
GC Facility codes,PHX-01,L
GC Facility codes,PON,L
GC Facility codes,PON-01,L
GC Facility codes,POR,L
GC Facility codes,POR-01,L
GC Facility codes,SDG,L
GC Facility codes,SDG-01,L
GC Facility codes,SEA,L
GC Facility codes,SEA-01,L
GC Facility codes,SEA-02,L
GC Facility codes,SEA-03,L
GC Facility codes,SEA-04,L
GC Facility codes,SEA-05,L
GC Facility codes,SEA-06,L
GC Facility codes,SEA-07,L
GC Facility codes,SEA-08,L
GC Facility codes,SFO,L
GC Facility codes,SFO-01,L
GC Facility codes,SFO-02,L
GC Facility codes,TRP,L
GC Facility codes,TRP-01,L
GC Facility codes,WDC-01,L
Healthcare facility type,PLR573,PLR
Healthcare facility type,PLR577,PLR
Healthcare facility type,OTH,NULLFL
Healthcare facility type,PLR572,PLR
Healthcare facility type,PLR574,PLR
Healthcare facility type,PLR575,PLR
Healthcare facility type,PLR576,PLR
Reason for screening,PLR566,PLR
Reason for screening,OTH,NULLFL
Reason for screening,PLR564,PLR
Reason for screening,PLR567,PLR
Reason for screening,PLR565,PLR
Clinical sample or isolate,PLR81,PLR
Clinical sample or isolate,445421007,SCT
Clinical sample or isolate,PLR2647,PLR
Clinical sample or isolate,119303007,SCT
GC specimen quality,46651001,SCT
GC specimen quality,PLR2529,PLR
GC specimen quality,264887000,SCT
GC specimen quality,404523002,SCT
GC specimen quality,123840003,SCT
Beta-lac results for GC,10828004,SCT
Beta-lac results for GC,260385009,SCT
CRE AST method,39334004,SCT
CRE AST method,359872008,SCT
CRE AST method,703442003,SCT
CRE AST method,PLR4160,PLR
CRE AST method,255204007,SCT
CRE AST method,373121007,SCT
CRE PCR method,PLT620,PLT
CRE PCR method,PLT619,PLT
CRE PCR method,PLR4162,PLR
CRE PCR method,373121007,SCT
CRE PCR method,PLT621,PLT
CRE PCR method,PLR4161,PLR
CRE PCR results,42425007,SCT
CRE PCR results,82334004,SCT
CRE PCR results,419984006,SCT
CRE PCR results,455371000124106,SCT
CRE PCR results,260385009,SCT
CRE PCR results,260415000,SCT
CRE PCR results,373121007,SCT
CRE PCR results,10828004,SCT
CRE PCR results,260373001,SCT
CRE Phenotypic method,PLR533,PLR
CRE Phenotypic method,PLR534,PLR
CRE Phenotypic method,PLR2531,PLR
CRE Phenotypic method,373121007,SCT
Carbapenemase phenotypic results,82334004,SCT
Carbapenemase phenotypic results,455371000124106,SCT
Carbapenemase phenotypic results,260385009,SCT
Carbapenemase phenotypic results,373121007,SCT
Carbapenemase phenotypic results,10828004,SCT
C auris culture result,46651001,SCT
C auris culture result,3491000146109,SCT
C auris culture result,419984006,SCT
C auris culture result,264868006,SCT
C auris culture result,264887000,SCT
C auris culture result,417831002,SCT
C auris culture result,373121007,SCT
C auris culture result,404523002,SCT
Acinetobacter culture result,91288006,SCT
Acinetobacter culture result,OTH,NULLFL
Acinetobacter culture result,264887000,SCT
Acinetobacter culture result,264868006,SCT
Acinetobacter culture result,373121007,SCT
Acinetobacter culture result,404523002,SCT
Acinetobacter culture result,419984006,SCT
Acinetobacter culture result,417831002,SCT
C auris PCR result,419984006,SCT
C auris PCR result,82334004,SCT
C auris PCR result,260415000,SCT
C auris PCR result,260385009,SCT
C auris PCR result,373121007,SCT
C auris PCR result,260373001,SCT
C auris PCR result,10828004,SCT
C auris PCR result,125154007,SCT
Method detail,PLT620,PLT
Method detail,PLT619,PLT
Method detail,PLR4161,PLR
Method detail,PLR4162,PLR
Method detail,PLT621,PLT
Method detail,39334004,SCT
Method detail,703442003,SCT
Method detail,359872008,SCT
Method detail,PLR4160,PLR
Method detail,PLR2531,PLR
Method detail,PLR533,PLR
Method detail,PLR534,PLR
Method detail,OTH,NULLFL
Method detail,PLR4330,PLR
Index case resistance gene,PLR560,PLR
Index case resistance gene,PLR563,PLR
Index case resistance gene,PLR559,PLR
Index case resistance gene,PLR675,PLR
Index case resistance gene,PLR676,PLR
Index case resistance gene,PLR561,PLR
Index case resistance gene,OTH,NULLFL
Index case resistance gene,PLR562,PLR
Index case species,84221003,SCT
Index case species,432763001,SCT
Index case species,35165009,SCT
Index case species,114454006,SCT
Index case species,56813009,SCT
Index case species,416229008,SCT
Index case species,PLR674,PLR
Index case species,414102007,SCT
Index case species,114456008,SCT
Index case species,14385002,SCT
Index case species,114455007,SCT
Index case species,114452005,SCT
Index case species,58683007,SCT
Index case species,62592009,SCT
Index case species,445562004,SCT
Index case species,91288006,SCT
Index case species,33115003,SCT
Index case species,PLR557,PLR
Index case species,29511003,SCT
Index case species,716346000,SCT
Index case species,8181000146108,SCT
Index case species,56415008,SCT
Index case species,40886007,SCT
Index case species,42025004,SCT
Index case species,50517009,SCT
Index case species,50713005,SCT
Index case species,75972000,SCT
Index case species,7757008,SCT
Index case species,112283007,SCT
Index case species,PLR673,PLR
Index case species,112284001,SCT
Index case species,52499004,SCT
Interpretation codes,A,HL70078
Interpretation codes,ECV,HL70078
Interpretation codes,DET,HL70078
Interpretation codes,TOX,HL70078
Interpretation codes,LL,HL70078
Interpretation codes,<,HL70078
Interpretation codes,AC,HL70078
Interpretation codes,HH,HL70078
Interpretation codes,H,HL70078
Interpretation codes,IE,HL70078
Interpretation codes,IND,HL70078
Interpretation codes,B,HL70078
Interpretation codes,>,HL70078
Interpretation codes,QCF,HL70078
Interpretation codes,L,HL70078
Interpretation codes,VS,HL70078
Interpretation codes,AA,HL70078
Interpretation codes,SYN-S,HL70078
Interpretation codes,SYN-R,HL70078
Interpretation codes,SDD,HL70078
Interpretation codes,S,HL70078
Interpretation codes,U,HL70078
Interpretation codes,D,HL70078
Interpretation codes,WR,HL70078
Interpretation codes,RR,HL70078
Interpretation codes,W,HL70078
Interpretation codes,POS,HL70078
Interpretation codes,ND,HL70078
Interpretation codes,N,HL70078
Interpretation codes,NS,HL70078
Interpretation codes,NR,HL70078
Interpretation codes,null,HL70078
Interpretation codes,NCL,HL70078
Interpretation codes,NEG,HL70078
Interpretation codes,MS,HL70078
Interpretation codes,I,HL70078
Interpretation codes,R,HL70078
Units for test results,mm,UCUM
Units for test results,ug/mL,UCUM
Coded specimen type,1021000124109,SCT
Coded specimen type,1031000124107,SCT
Coded specimen type,1041000124102,SCT
Coded specimen type,1051000124100,SCT
Coded specimen type,1061000124103,SCT
Coded specimen type,1071000124105,SCT
Coded specimen type,1081000124108,SCT
Coded specimen type,1091000124106,SCT
Coded specimen type,110893002,SCT
Coded specimen type,110894008,SCT
Coded specimen type,110895009,SCT
Coded specimen type,110896005,SCT
Coded specimen type,110897001,SCT
Coded specimen type,110898006,SCT
Coded specimen type,110899003,SCT
Coded specimen type,110900008,SCT
Coded specimen type,110901007,SCT
Coded specimen type,110902000,SCT
Coded specimen type,110903005,SCT
Coded specimen type,110904004,SCT
Coded specimen type,110905003,SCT
Coded specimen type,110906002,SCT
Coded specimen type,110907006,SCT
Coded specimen type,110908001,SCT
Coded specimen type,110909009,SCT
Coded specimen type,110910004,SCT
Coded specimen type,110912007,SCT
Coded specimen type,110913002,SCT
Coded specimen type,110914008,SCT
Coded specimen type,110915009,SCT
Coded specimen type,110916005,SCT
Coded specimen type,110917001,SCT
Coded specimen type,110918006,SCT
Coded specimen type,110919003,SCT
Coded specimen type,110920009,SCT
Coded specimen type,110921008,SCT
Coded specimen type,110922001,SCT
Coded specimen type,110923006,SCT
Coded specimen type,110924000,SCT
Coded specimen type,110925004,SCT
Coded specimen type,110926003,SCT
Coded specimen type,110927007,SCT
Coded specimen type,110928002,SCT
Coded specimen type,110929005,SCT
Coded specimen type,110930000,SCT
Coded specimen type,110931001,SCT
Coded specimen type,110932008,SCT
Coded specimen type,110933003,SCT
Coded specimen type,110934009,SCT
Coded specimen type,110935005,SCT
Coded specimen type,110936006,SCT
Coded specimen type,110937002,SCT
Coded specimen type,110938007,SCT
Coded specimen type,110939004,SCT
Coded specimen type,110940002,SCT
Coded specimen type,110941003,SCT
Coded specimen type,110942005,SCT
Coded specimen type,110943000,SCT
Coded specimen type,110944006,SCT
Coded specimen type,110945007,SCT
Coded specimen type,110946008,SCT
Coded specimen type,110947004,SCT
Coded specimen type,110948009,SCT
Coded specimen type,110949001,SCT
Coded specimen type,110950001,SCT
Coded specimen type,110951002,SCT
Coded specimen type,110952009,SCT
Coded specimen type,110953004,SCT
Coded specimen type,110954005,SCT
Coded specimen type,110955006,SCT
Coded specimen type,110956007,SCT
Coded specimen type,110957003,SCT
Coded specimen type,110958008,SCT
Coded specimen type,110959000,SCT
Coded specimen type,110960005,SCT
Coded specimen type,110961009,SCT
Coded specimen type,110962002,SCT
Coded specimen type,110963007,SCT
Coded specimen type,110964001,SCT
Coded specimen type,110965000,SCT
Coded specimen type,110966004,SCT
Coded specimen type,110967008,SCT
Coded specimen type,110968003,SCT
Coded specimen type,110969006,SCT
Coded specimen type,110970007,SCT
Coded specimen type,116155002,SCT
Coded specimen type,116156001,SCT
Coded specimen type,116157005,SCT
Coded specimen type,116158000,SCT
Coded specimen type,116159008,SCT
Coded specimen type,116160003,SCT
Coded specimen type,116161004,SCT
Coded specimen type,116162006,SCT
Coded specimen type,116213003,SCT
Coded specimen type,119294007,SCT
Coded specimen type,119295008,SCT
Coded specimen type,119297000,SCT
Coded specimen type,119298005,SCT
Coded specimen type,119299002,SCT
Coded specimen type,119300005,SCT
Coded specimen type,119301009,SCT
Coded specimen type,119302002,SCT
Coded specimen type,119303007,SCT
Coded specimen type,119304001,SCT
Coded specimen type,119305000,SCT
Coded specimen type,119306004,SCT
Coded specimen type,119307008,SCT
Coded specimen type,119308003,SCT
Coded specimen type,119309006,SCT
Coded specimen type,119310001,SCT
Coded specimen type,119311002,SCT
Coded specimen type,119312009,SCT
Coded specimen type,119313004,SCT
Coded specimen type,119314005,SCT
Coded specimen type,119316007,SCT
Coded specimen type,119317003,SCT
Coded specimen type,119318008,SCT
Coded specimen type,119319000,SCT
Coded specimen type,119320006,SCT
Coded specimen type,119321005,SCT
Coded specimen type,119323008,SCT
Coded specimen type,119324002,SCT
Coded specimen type,119325001,SCT
Coded specimen type,119326000,SCT
Coded specimen type,119327009,SCT
Coded specimen type,119328004,SCT
Coded specimen type,119329007,SCT
Coded specimen type,119331003,SCT
Coded specimen type,119332005,SCT
Coded specimen type,119333000,SCT
Coded specimen type,119334006,SCT
Coded specimen type,119335007,SCT
Coded specimen type,119336008,SCT
Coded specimen type,119337004,SCT
Coded specimen type,119338009,SCT
Coded specimen type,119339001,SCT
Coded specimen type,119340004,SCT
Coded specimen type,119341000,SCT
Coded specimen type,119342007,SCT
Coded specimen type,119343002,SCT
Coded specimen type,119344008,SCT
Coded specimen type,119345009,SCT
Coded specimen type,119346005,SCT
Coded specimen type,119347001,SCT
Coded specimen type,119348006,SCT
Coded specimen type,119349003,SCT
Coded specimen type,119350003,SCT
Coded specimen type,119351004,SCT
Coded specimen type,119352006,SCT
Coded specimen type,119353001,SCT
Coded specimen type,119355008,SCT
Coded specimen type,119356009,SCT
Coded specimen type,119357000,SCT
Coded specimen type,119358005,SCT
Coded specimen type,119359002,SCT
Coded specimen type,119360007,SCT
Coded specimen type,119361006,SCT
Coded specimen type,119362004,SCT
Coded specimen type,119363009,SCT
Coded specimen type,119364003,SCT
Coded specimen type,119365002,SCT
Coded specimen type,119366001,SCT
Coded specimen type,119367005,SCT
Coded specimen type,119368000,SCT
Coded specimen type,119369008,SCT
Coded specimen type,119370009,SCT
Coded specimen type,119371008,SCT
Coded specimen type,119373006,SCT
Coded specimen type,119376003,SCT
Coded specimen type,119377007,SCT
Coded specimen type,119378002,SCT
Coded specimen type,119379005,SCT
Coded specimen type,119380008,SCT
Coded specimen type,119381007,SCT
Coded specimen type,119382000,SCT
Coded specimen type,119383005,SCT
Coded specimen type,119384004,SCT
Coded specimen type,119385003,SCT
Coded specimen type,119386002,SCT
Coded specimen type,119388001,SCT
Coded specimen type,119389009,SCT
Coded specimen type,119390000,SCT
Coded specimen type,119391001,SCT
Coded specimen type,119392008,SCT
Coded specimen type,119393003,SCT
Coded specimen type,119394009,SCT
Coded specimen type,119395005,SCT
Coded specimen type,119396006,SCT
Coded specimen type,119397002,SCT
Coded specimen type,119398007,SCT
Coded specimen type,119399004,SCT
Coded specimen type,119400006,SCT
Coded specimen type,119401005,SCT
Coded specimen type,119403008,SCT
Coded specimen type,122550002,SCT
Coded specimen type,122551003,SCT
Coded specimen type,122552005,SCT
Coded specimen type,122553000,SCT
Coded specimen type,122554006,SCT
Coded specimen type,122555007,SCT
Coded specimen type,122556008,SCT
Coded specimen type,122557004,SCT
Coded specimen type,122558009,SCT
Coded specimen type,122559001,SCT
Coded specimen type,122560006,SCT
Coded specimen type,122561005,SCT
Coded specimen type,122562003,SCT
Coded specimen type,122563008,SCT
Coded specimen type,122564002,SCT
Coded specimen type,122565001,SCT
Coded specimen type,122566000,SCT
Coded specimen type,122567009,SCT
Coded specimen type,122568004,SCT
Coded specimen type,122569007,SCT
Coded specimen type,122571007,SCT
Coded specimen type,122572000,SCT
Coded specimen type,122573005,SCT
Coded specimen type,122574004,SCT
Coded specimen type,122575003,SCT
Coded specimen type,122576002,SCT
Coded specimen type,122577006,SCT
Coded specimen type,122578001,SCT
Coded specimen type,122579009,SCT
Coded specimen type,122580007,SCT
Coded specimen type,122581006,SCT
Coded specimen type,122582004,SCT
Coded specimen type,122583009,SCT
Coded specimen type,122584003,SCT
Coded specimen type,122585002,SCT
Coded specimen type,122586001,SCT
Coded specimen type,122587005,SCT
Coded specimen type,122588000,SCT
Coded specimen type,122589008,SCT
Coded specimen type,122590004,SCT
Coded specimen type,122591000,SCT
Coded specimen type,122592007,SCT
Coded specimen type,122593002,SCT
Coded specimen type,122594008,SCT
Coded specimen type,122595009,SCT
Coded specimen type,122596005,SCT
Coded specimen type,122597001,SCT
Coded specimen type,122598006,SCT
Coded specimen type,122599003,SCT
Coded specimen type,122600000,SCT
Coded specimen type,122601001,SCT
Coded specimen type,122602008,SCT
Coded specimen type,122604009,SCT
Coded specimen type,122605005,SCT
Coded specimen type,122606006,SCT
Coded specimen type,122607002,SCT
Coded specimen type,122608007,SCT
Coded specimen type,122609004,SCT
Coded specimen type,122610009,SCT
Coded specimen type,122611008,SCT
Coded specimen type,122613006,SCT
Coded specimen type,122614000,SCT
Coded specimen type,122616003,SCT
Coded specimen type,122617007,SCT
Coded specimen type,122618002,SCT
Coded specimen type,122619005,SCT
Coded specimen type,122620004,SCT
Coded specimen type,122621000,SCT
Coded specimen type,122622007,SCT
Coded specimen type,122623002,SCT
Coded specimen type,122624008,SCT
Coded specimen type,122625009,SCT
Coded specimen type,122626005,SCT
Coded specimen type,122627001,SCT
Coded specimen type,122628006,SCT
Coded specimen type,122629003,SCT
Coded specimen type,122630008,SCT
Coded specimen type,122631007,SCT
Coded specimen type,122632000,SCT
Coded specimen type,122633005,SCT
Coded specimen type,122634004,SCT
Coded specimen type,122635003,SCT
Coded specimen type,122636002,SCT
Coded specimen type,122637006,SCT
Coded specimen type,122638001,SCT
Coded specimen type,122639009,SCT
Coded specimen type,122640006,SCT
Coded specimen type,122641005,SCT
Coded specimen type,122642003,SCT
Coded specimen type,122643008,SCT
Coded specimen type,122644002,SCT
Coded specimen type,122645001,SCT
Coded specimen type,122646000,SCT
Coded specimen type,122647009,SCT
Coded specimen type,122648004,SCT
Coded specimen type,122649007,SCT
Coded specimen type,122650007,SCT
Coded specimen type,122651006,SCT
Coded specimen type,122652004,SCT
Coded specimen type,122653009,SCT
Coded specimen type,122654003,SCT
Coded specimen type,122655002,SCT
Coded specimen type,122656001,SCT
Coded specimen type,122657005,SCT
Coded specimen type,122658000,SCT
Coded specimen type,122659008,SCT
Coded specimen type,122660003,SCT
Coded specimen type,122661004,SCT
Coded specimen type,122662006,SCT
Coded specimen type,122663001,SCT
Coded specimen type,122664007,SCT
Coded specimen type,122665008,SCT
Coded specimen type,122666009,SCT
Coded specimen type,122667000,SCT
Coded specimen type,122668005,SCT
Coded specimen type,122669002,SCT
Coded specimen type,122670001,SCT
Coded specimen type,122671002,SCT
Coded specimen type,122672009,SCT
Coded specimen type,122673004,SCT
Coded specimen type,122674005,SCT
Coded specimen type,122675006,SCT
Coded specimen type,122676007,SCT
Coded specimen type,122677003,SCT
Coded specimen type,122678008,SCT
Coded specimen type,122679000,SCT
Coded specimen type,122680002,SCT
Coded specimen type,122681003,SCT
Coded specimen type,122682005,SCT
Coded specimen type,122683000,SCT
Coded specimen type,122684006,SCT
Coded specimen type,122685007,SCT
Coded specimen type,122686008,SCT
Coded specimen type,122687004,SCT
Coded specimen type,122688009,SCT
Coded specimen type,122689001,SCT
Coded specimen type,122690005,SCT
Coded specimen type,122691009,SCT
Coded specimen type,122692002,SCT
Coded specimen type,122693007,SCT
Coded specimen type,122694001,SCT
Coded specimen type,122696004,SCT
Coded specimen type,122697008,SCT
Coded specimen type,122698003,SCT
Coded specimen type,122699006,SCT
Coded specimen type,122700007,SCT
Coded specimen type,122701006,SCT
Coded specimen type,122702004,SCT
Coded specimen type,122703009,SCT
Coded specimen type,122704003,SCT
Coded specimen type,122705002,SCT
Coded specimen type,122706001,SCT
Coded specimen type,122707005,SCT
Coded specimen type,122708000,SCT
Coded specimen type,122709008,SCT
Coded specimen type,122710003,SCT
Coded specimen type,122711004,SCT
Coded specimen type,122712006,SCT
Coded specimen type,122713001,SCT
Coded specimen type,122714007,SCT
Coded specimen type,122715008,SCT
Coded specimen type,122716009,SCT
Coded specimen type,122717000,SCT
Coded specimen type,122718005,SCT
Coded specimen type,122719002,SCT
Coded specimen type,122720008,SCT
Coded specimen type,122721007,SCT
Coded specimen type,122722000,SCT
Coded specimen type,122723005,SCT
Coded specimen type,122724004,SCT
Coded specimen type,122725003,SCT
Coded specimen type,122726002,SCT
Coded specimen type,122727006,SCT
Coded specimen type,122728001,SCT
Coded specimen type,122729009,SCT
Coded specimen type,122730004,SCT
Coded specimen type,122732007,SCT
Coded specimen type,122733002,SCT
Coded specimen type,122734008,SCT
Coded specimen type,122735009,SCT
Coded specimen type,122736005,SCT
Coded specimen type,122737001,SCT
Coded specimen type,122738006,SCT
Coded specimen type,122739003,SCT
Coded specimen type,122877000,SCT
Coded specimen type,122879002,SCT
Coded specimen type,122880004,SCT
Coded specimen type,123038009,SCT
Coded specimen type,127454002,SCT
Coded specimen type,127456000,SCT
Coded specimen type,127457009,SCT
Coded specimen type,127458004,SCT
Coded specimen type,127459007,SCT
Coded specimen type,127460002,SCT
Coded specimen type,127461003,SCT
Coded specimen type,127462005,SCT
Coded specimen type,127463000,SCT
Coded specimen type,127464006,SCT
Coded specimen type,127465007,SCT
Coded specimen type,127466008,SCT
Coded specimen type,127467004,SCT
Coded specimen type,127468009,SCT
Coded specimen type,127469001,SCT
Coded specimen type,127470000,SCT
Coded specimen type,127471001,SCT
Coded specimen type,127472008,SCT
Coded specimen type,127473003,SCT
Coded specimen type,127474009,SCT
Coded specimen type,127475005,SCT
Coded specimen type,127476006,SCT
Coded specimen type,127478007,SCT
Coded specimen type,127479004,SCT
Coded specimen type,127480001,SCT
Coded specimen type,127481002,SCT
Coded specimen type,127482009,SCT
Coded specimen type,127483004,SCT
Coded specimen type,128154006,SCT
